Draw,Date,Pick3,Pick4,Date_Time,Date_Str,Date_Delta,Pick3str,Pick4str,P3B1,P3B2,P3B3,P4B1,P4B2,P4B3,P4B4
0,2012-05-24,124,2625,2012-05-24,20120524,144.0,124,2625,1,2,4,2,6,2,5
1,2012-05-24,227,9611,2012-05-24,20120524,144.0,227,9611,2,2,7,9,6,1,1
0,2012-05-25,202,723,2012-05-25,20120525,145.0,202,0723,2,0,2,0,7,2,3
1,2012-05-25,371,9298,2012-05-25,20120525,145.0,371,9298,3,7,1,9,2,9,8
0,2012-05-26,371,82,2012-05-26,20120526,146.0,371,0082,3,7,1,0,0,8,2
1,2012-05-26,887,4873,2012-05-26,20120526,146.0,887,4873,8,8,7,4,8,7,3
0,2012-05-27,240,550,2012-05-27,20120527,147.0,240,0550,2,4,0,0,5,5,0
1,2012-05-27,842,6527,2012-05-27,20120527,147.0,842,6527,8,4,2,6,5,2,7
1,2012-05-28,847,2106,2012-05-28,20120528,148.0,847,2106,8,4,7,2,1,0,6
0,2012-05-28,15,4394,2012-05-28,20120528,148.0,015,4394,0,1,5,4,3,9,4
1,2012-05-29,232,5238,2012-05-29,20120529,149.0,232,5238,2,3,2,5,2,3,8
0,2012-05-29,822,9956,2012-05-29,20120529,149.0,822,9956,8,2,2,9,9,5,6
0,2012-05-30,409,5027,2012-05-30,20120530,150.0,409,5027,4,0,9,5,0,2,7
1,2012-05-30,472,8188,2012-05-30,20120530,150.0,472,8188,4,7,2,8,1,8,8
0,2012-05-31,300,6725,2012-05-31,20120531,151.0,300,6725,3,0,0,6,7,2,5
1,2012-05-31,547,5435,2012-05-31,20120531,151.0,547,5435,5,4,7,5,4,3,5
0,2012-06-01,499,923,2012-06-01,20120601,152.0,499,0923,4,9,9,0,9,2,3
1,2012-06-01,6,114,2012-06-01,20120601,152.0,006,0114,0,0,6,0,1,1,4
0,2012-06-02,260,7456,2012-06-02,20120602,153.0,260,7456,2,6,0,7,4,5,6
1,2012-06-02,90,7341,2012-06-02,20120602,153.0,090,7341,0,9,0,7,3,4,1
0,2012-06-03,136,9017,2012-06-03,20120603,154.0,136,9017,1,3,6,9,0,1,7
1,2012-06-03,422,6802,2012-06-03,20120603,154.0,422,6802,4,2,2,6,8,0,2
1,2012-06-04,494,9883,2012-06-04,20120604,155.0,494,9883,4,9,4,9,8,8,3
0,2012-06-04,20,4709,2012-06-04,20120604,155.0,020,4709,0,2,0,4,7,0,9
0,2012-06-05,13,4901,2012-06-05,20120605,156.0,013,4901,0,1,3,4,9,0,1
1,2012-06-05,920,6504,2012-06-05,20120605,156.0,920,6504,9,2,0,6,5,0,4
0,2012-06-06,986,8228,2012-06-06,20120606,157.0,986,8228,9,8,6,8,2,2,8
1,2012-06-06,400,4206,2012-06-06,20120606,157.0,400,4206,4,0,0,4,2,0,6
0,2012-06-07,252,7685,2012-06-07,20120607,158.0,252,7685,2,5,2,7,6,8,5
1,2012-06-07,823,3354,2012-06-07,20120607,158.0,823,3354,8,2,3,3,3,5,4
0,2012-06-08,125,4660,2012-06-08,20120608,159.0,125,4660,1,2,5,4,6,6,0
1,2012-06-08,257,6455,2012-06-08,20120608,159.0,257,6455,2,5,7,6,4,5,5
1,2012-06-09,731,9538,2012-06-09,20120609,160.0,731,9538,7,3,1,9,5,3,8
0,2012-06-09,43,5616,2012-06-09,20120609,160.0,043,5616,0,4,3,5,6,1,6
0,2012-06-10,144,4606,2012-06-10,20120610,161.0,144,4606,1,4,4,4,6,0,6
1,2012-06-10,159,6394,2012-06-10,20120610,161.0,159,6394,1,5,9,6,3,9,4
0,2012-06-11,208,3972,2012-06-11,20120611,162.0,208,3972,2,0,8,3,9,7,2
1,2012-06-11,942,1202,2012-06-11,20120611,162.0,942,1202,9,4,2,1,2,0,2
0,2012-06-12,867,3138,2012-06-12,20120612,163.0,867,3138,8,6,7,3,1,3,8
1,2012-06-12,616,3359,2012-06-12,20120612,163.0,616,3359,6,1,6,3,3,5,9
0,2012-06-13,352,9860,2012-06-13,20120613,164.0,352,9860,3,5,2,9,8,6,0
1,2012-06-13,911,2078,2012-06-13,20120613,164.0,911,2078,9,1,1,2,0,7,8
1,2012-06-14,125,7488,2012-06-14,20120614,165.0,125,7488,1,2,5,7,4,8,8
0,2012-06-14,316,4605,2012-06-14,20120614,165.0,316,4605,3,1,6,4,6,0,5
0,2012-06-15,497,4072,2012-06-15,20120615,166.0,497,4072,4,9,7,4,0,7,2
1,2012-06-15,288,9695,2012-06-15,20120615,166.0,288,9695,2,8,8,9,6,9,5
0,2012-06-16,109,1534,2012-06-16,20120616,167.0,109,1534,1,0,9,1,5,3,4
1,2012-06-16,239,9711,2012-06-16,20120616,167.0,239,9711,2,3,9,9,7,1,1
0,2012-06-17,28,4142,2012-06-17,20120617,168.0,028,4142,0,2,8,4,1,4,2
1,2012-06-17,773,4343,2012-06-17,20120617,168.0,773,4343,7,7,3,4,3,4,3
0,2012-06-18,69,5678,2012-06-18,20120618,169.0,069,5678,0,6,9,5,6,7,8
1,2012-06-18,979,7715,2012-06-18,20120618,169.0,979,7715,9,7,9,7,7,1,5
0,2012-06-19,916,3287,2012-06-19,20120619,170.0,916,3287,9,1,6,3,2,8,7
1,2012-06-19,447,8162,2012-06-19,20120619,170.0,447,8162,4,4,7,8,1,6,2
1,2012-06-20,181,784,2012-06-20,20120620,171.0,181,0784,1,8,1,0,7,8,4
0,2012-06-20,443,6977,2012-06-20,20120620,171.0,443,6977,4,4,3,6,9,7,7
0,2012-06-21,625,1110,2012-06-21,20120621,172.0,625,1110,6,2,5,1,1,1,0
1,2012-06-21,572,4576,2012-06-21,20120621,172.0,572,4576,5,7,2,4,5,7,6
0,2012-06-22,519,3960,2012-06-22,20120622,173.0,519,3960,5,1,9,3,9,6,0
1,2012-06-22,123,3793,2012-06-22,20120622,173.0,123,3793,1,2,3,3,7,9,3
0,2012-06-23,85,4405,2012-06-23,20120623,174.0,085,4405,0,8,5,4,4,0,5
1,2012-06-23,788,3870,2012-06-23,20120623,174.0,788,3870,7,8,8,3,8,7,0
0,2012-06-24,491,3139,2012-06-24,20120624,175.0,491,3139,4,9,1,3,1,3,9
1,2012-06-24,587,1928,2012-06-24,20120624,175.0,587,1928,5,8,7,1,9,2,8
1,2012-06-25,841,3613,2012-06-25,20120625,176.0,841,3613,8,4,1,3,6,1,3
0,2012-06-25,497,5929,2012-06-25,20120625,176.0,497,5929,4,9,7,5,9,2,9
0,2012-06-26,304,7489,2012-06-26,20120626,177.0,304,7489,3,0,4,7,4,8,9
1,2012-06-26,405,1587,2012-06-26,20120626,177.0,405,1587,4,0,5,1,5,8,7
0,2012-06-27,530,6991,2012-06-27,20120627,178.0,530,6991,5,3,0,6,9,9,1
1,2012-06-27,882,1462,2012-06-27,20120627,178.0,882,1462,8,8,2,1,4,6,2
0,2012-06-28,808,947,2012-06-28,20120628,179.0,808,0947,8,0,8,0,9,4,7
1,2012-06-28,745,1614,2012-06-28,20120628,179.0,745,1614,7,4,5,1,6,1,4
0,2012-06-29,854,822,2012-06-29,20120629,180.0,854,0822,8,5,4,0,8,2,2
1,2012-06-29,119,5507,2012-06-29,20120629,180.0,119,5507,1,1,9,5,5,0,7
1,2012-06-30,805,8440,2012-06-30,20120630,181.0,805,8440,8,0,5,8,4,4,0
0,2012-06-30,779,3461,2012-06-30,20120630,181.0,779,3461,7,7,9,3,4,6,1
1,2012-07-01,260,4480,2012-07-01,20120701,182.0,260,4480,2,6,0,4,4,8,0
0,2012-07-01,715,9743,2012-07-01,20120701,182.0,715,9743,7,1,5,9,7,4,3
0,2012-07-02,818,1825,2012-07-02,20120702,183.0,818,1825,8,1,8,1,8,2,5
1,2012-07-02,577,8427,2012-07-02,20120702,183.0,577,8427,5,7,7,8,4,2,7
0,2012-07-03,966,6878,2012-07-03,20120703,184.0,966,6878,9,6,6,6,8,7,8
1,2012-07-03,845,8795,2012-07-03,20120703,184.0,845,8795,8,4,5,8,7,9,5
0,2012-07-04,755,1453,2012-07-04,20120704,185.0,755,1453,7,5,5,1,4,5,3
1,2012-07-04,503,9930,2012-07-04,20120704,185.0,503,9930,5,0,3,9,9,3,0
0,2012-07-05,231,5397,2012-07-05,20120705,186.0,231,5397,2,3,1,5,3,9,7
1,2012-07-05,431,4718,2012-07-05,20120705,186.0,431,4718,4,3,1,4,7,1,8
0,2012-07-06,47,3592,2012-07-06,20120706,187.0,047,3592,0,4,7,3,5,9,2
1,2012-07-06,45,7670,2012-07-06,20120706,187.0,045,7670,0,4,5,7,6,7,0
1,2012-07-07,514,6842,2012-07-07,20120707,188.0,514,6842,5,1,4,6,8,4,2
0,2012-07-07,808,3493,2012-07-07,20120707,188.0,808,3493,8,0,8,3,4,9,3
0,2012-07-08,675,2665,2012-07-08,20120708,189.0,675,2665,6,7,5,2,6,6,5
1,2012-07-08,271,1779,2012-07-08,20120708,189.0,271,1779,2,7,1,1,7,7,9
0,2012-07-09,139,2922,2012-07-09,20120709,190.0,139,2922,1,3,9,2,9,2,2
1,2012-07-09,22,1373,2012-07-09,20120709,190.0,022,1373,0,2,2,1,3,7,3
0,2012-07-10,763,2108,2012-07-10,20120710,191.0,763,2108,7,6,3,2,1,0,8
1,2012-07-10,46,5735,2012-07-10,20120710,191.0,046,5735,0,4,6,5,7,3,5
0,2012-07-11,165,1733,2012-07-11,20120711,192.0,165,1733,1,6,5,1,7,3,3
1,2012-07-11,577,4501,2012-07-11,20120711,192.0,577,4501,5,7,7,4,5,0,1
1,2012-07-12,170,4111,2012-07-12,20120712,193.0,170,4111,1,7,0,4,1,1,1
0,2012-07-12,643,8722,2012-07-12,20120712,193.0,643,8722,6,4,3,8,7,2,2
1,2012-07-13,721,4154,2012-07-13,20120713,194.0,721,4154,7,2,1,4,1,5,4
0,2012-07-13,585,7536,2012-07-13,20120713,194.0,585,7536,5,8,5,7,5,3,6
0,2012-07-14,553,9512,2012-07-14,20120714,195.0,553,9512,5,5,3,9,5,1,2
1,2012-07-14,899,9533,2012-07-14,20120714,195.0,899,9533,8,9,9,9,5,3,3
0,2012-07-15,414,3539,2012-07-15,20120715,196.0,414,3539,4,1,4,3,5,3,9
1,2012-07-15,177,1978,2012-07-15,20120715,196.0,177,1978,1,7,7,1,9,7,8
0,2012-07-16,245,1182,2012-07-16,20120716,197.0,245,1182,2,4,5,1,1,8,2
1,2012-07-16,981,2544,2012-07-16,20120716,197.0,981,2544,9,8,1,2,5,4,4
0,2012-07-17,120,404,2012-07-17,20120717,198.0,120,0404,1,2,0,0,4,0,4
1,2012-07-17,133,6433,2012-07-17,20120717,198.0,133,6433,1,3,3,6,4,3,3
0,2012-07-18,322,9989,2012-07-18,20120718,199.0,322,9989,3,2,2,9,9,8,9
1,2012-07-18,920,2283,2012-07-18,20120718,199.0,920,2283,9,2,0,2,2,8,3
1,2012-07-19,54,1798,2012-07-19,20120719,200.0,054,1798,0,5,4,1,7,9,8
0,2012-07-19,936,5423,2012-07-19,20120719,200.0,936,5423,9,3,6,5,4,2,3
0,2012-07-20,894,6297,2012-07-20,20120720,201.0,894,6297,8,9,4,6,2,9,7
1,2012-07-20,459,7858,2012-07-20,20120720,201.0,459,7858,4,5,9,7,8,5,8
0,2012-07-21,779,5472,2012-07-21,20120721,202.0,779,5472,7,7,9,5,4,7,2
1,2012-07-21,367,6297,2012-07-21,20120721,202.0,367,6297,3,6,7,6,2,9,7
0,2012-07-22,763,9458,2012-07-22,20120722,203.0,763,9458,7,6,3,9,4,5,8
1,2012-07-22,131,9850,2012-07-22,20120722,203.0,131,9850,1,3,1,9,8,5,0
0,2012-07-23,102,165,2012-07-23,20120723,204.0,102,0165,1,0,2,0,1,6,5
1,2012-07-23,24,365,2012-07-23,20120723,204.0,024,0365,0,2,4,0,3,6,5
1,2012-07-24,836,4046,2012-07-24,20120724,205.0,836,4046,8,3,6,4,0,4,6
0,2012-07-24,968,9841,2012-07-24,20120724,205.0,968,9841,9,6,8,9,8,4,1
0,2012-07-25,178,4679,2012-07-25,20120725,206.0,178,4679,1,7,8,4,6,7,9
1,2012-07-25,453,1981,2012-07-25,20120725,206.0,453,1981,4,5,3,1,9,8,1
0,2012-07-26,610,2080,2012-07-26,20120726,207.0,610,2080,6,1,0,2,0,8,0
1,2012-07-26,449,8743,2012-07-26,20120726,207.0,449,8743,4,4,9,8,7,4,3
0,2012-07-27,46,6079,2012-07-27,20120727,208.0,046,6079,0,4,6,6,0,7,9
1,2012-07-27,172,6120,2012-07-27,20120727,208.0,172,6120,1,7,2,6,1,2,0
0,2012-07-28,955,1266,2012-07-28,20120728,209.0,955,1266,9,5,5,1,2,6,6
1,2012-07-28,779,7919,2012-07-28,20120728,209.0,779,7919,7,7,9,7,9,1,9
1,2012-07-29,162,4822,2012-07-29,20120729,210.0,162,4822,1,6,2,4,8,2,2
0,2012-07-29,428,951,2012-07-29,20120729,210.0,428,0951,4,2,8,0,9,5,1
0,2012-07-30,617,3925,2012-07-30,20120730,211.0,617,3925,6,1,7,3,9,2,5
1,2012-07-30,771,1061,2012-07-30,20120730,211.0,771,1061,7,7,1,1,0,6,1
0,2012-07-31,651,2250,2012-07-31,20120731,212.0,651,2250,6,5,1,2,2,5,0
1,2012-07-31,567,331,2012-07-31,20120731,212.0,567,0331,5,6,7,0,3,3,1
0,2012-08-01,146,5499,2012-08-01,20120801,213.0,146,5499,1,4,6,5,4,9,9
1,2012-08-01,19,9909,2012-08-01,20120801,213.0,019,9909,0,1,9,9,9,0,9
0,2012-08-02,910,3500,2012-08-02,20120802,214.0,910,3500,9,1,0,3,5,0,0
1,2012-08-02,709,8791,2012-08-02,20120802,214.0,709,8791,7,0,9,8,7,9,1
0,2012-08-03,416,9701,2012-08-03,20120803,215.0,416,9701,4,1,6,9,7,0,1
1,2012-08-03,218,8826,2012-08-03,20120803,215.0,218,8826,2,1,8,8,8,2,6
1,2012-08-04,914,6114,2012-08-04,20120804,216.0,914,6114,9,1,4,6,1,1,4
0,2012-08-04,157,5038,2012-08-04,20120804,216.0,157,5038,1,5,7,5,0,3,8
0,2012-08-05,859,7615,2012-08-05,20120805,217.0,859,7615,8,5,9,7,6,1,5
1,2012-08-05,368,6717,2012-08-05,20120805,217.0,368,6717,3,6,8,6,7,1,7
0,2012-08-06,619,567,2012-08-06,20120806,218.0,619,0567,6,1,9,0,5,6,7
1,2012-08-06,640,3749,2012-08-06,20120806,218.0,640,3749,6,4,0,3,7,4,9
0,2012-08-07,802,3907,2012-08-07,20120807,219.0,802,3907,8,0,2,3,9,0,7
1,2012-08-07,231,1074,2012-08-07,20120807,219.0,231,1074,2,3,1,1,0,7,4
0,2012-08-08,894,6297,2012-08-08,20120808,220.0,894,6297,8,9,4,6,2,9,7
1,2012-08-09,675,6367,2012-08-09,20120809,221.0,675,6367,6,7,5,6,3,6,7
0,2012-08-09,17,9426,2012-08-09,20120809,221.0,017,9426,0,1,7,9,4,2,6
1,2012-08-10,695,6056,2012-08-10,20120810,222.0,695,6056,6,9,5,6,0,5,6
0,2012-08-10,57,3660,2012-08-10,20120810,222.0,057,3660,0,5,7,3,6,6,0
0,2012-08-11,788,2250,2012-08-11,20120811,223.0,788,2250,7,8,8,2,2,5,0
1,2012-08-11,622,1336,2012-08-11,20120811,223.0,622,1336,6,2,2,1,3,3,6
0,2012-08-12,649,4223,2012-08-12,20120812,224.0,649,4223,6,4,9,4,2,2,3
1,2012-08-12,499,5422,2012-08-12,20120812,224.0,499,5422,4,9,9,5,4,2,2
0,2012-08-13,714,2361,2012-08-13,20120813,225.0,714,2361,7,1,4,2,3,6,1
1,2012-08-13,753,4286,2012-08-13,20120813,225.0,753,4286,7,5,3,4,2,8,6
0,2012-08-14,909,5880,2012-08-14,20120814,226.0,909,5880,9,0,9,5,8,8,0
1,2012-08-14,987,1579,2012-08-14,20120814,226.0,987,1579,9,8,7,1,5,7,9
0,2012-08-15,65,5253,2012-08-15,20120815,227.0,065,5253,0,6,5,5,2,5,3
1,2012-08-15,845,9856,2012-08-15,20120815,227.0,845,9856,8,4,5,9,8,5,6
1,2012-08-16,193,1170,2012-08-16,20120816,228.0,193,1170,1,9,3,1,1,7,0
0,2012-08-16,358,3040,2012-08-16,20120816,228.0,358,3040,3,5,8,3,0,4,0
0,2012-08-17,830,8864,2012-08-17,20120817,229.0,830,8864,8,3,0,8,8,6,4
1,2012-08-17,629,2307,2012-08-17,20120817,229.0,629,2307,6,2,9,2,3,0,7
0,2012-08-18,575,9836,2012-08-18,20120818,230.0,575,9836,5,7,5,9,8,3,6
1,2012-08-18,947,8086,2012-08-18,20120818,230.0,947,8086,9,4,7,8,0,8,6
0,2012-08-19,382,9628,2012-08-19,20120819,231.0,382,9628,3,8,2,9,6,2,8
1,2012-08-19,170,2687,2012-08-19,20120819,231.0,170,2687,1,7,0,2,6,8,7
0,2012-08-20,551,1178,2012-08-20,20120820,232.0,551,1178,5,5,1,1,1,7,8
1,2012-08-20,806,9219,2012-08-20,20120820,232.0,806,9219,8,0,6,9,2,1,9
1,2012-08-21,507,9828,2012-08-21,20120821,233.0,507,9828,5,0,7,9,8,2,8
0,2012-08-21,770,2831,2012-08-21,20120821,233.0,770,2831,7,7,0,2,8,3,1
0,2012-08-22,764,5468,2012-08-22,20120822,234.0,764,5468,7,6,4,5,4,6,8
1,2012-08-22,184,8128,2012-08-22,20120822,234.0,184,8128,1,8,4,8,1,2,8
0,2012-08-23,774,2479,2012-08-23,20120823,235.0,774,2479,7,7,4,2,4,7,9
1,2012-08-23,128,1431,2012-08-23,20120823,235.0,128,1431,1,2,8,1,4,3,1
0,2012-08-24,489,1244,2012-08-24,20120824,236.0,489,1244,4,8,9,1,2,4,4
1,2012-08-24,325,6729,2012-08-24,20120824,236.0,325,6729,3,2,5,6,7,2,9
0,2012-08-25,388,6210,2012-08-25,20120825,237.0,388,6210,3,8,8,6,2,1,0
1,2012-08-25,859,9858,2012-08-25,20120825,237.0,859,9858,8,5,9,9,8,5,8
0,2012-08-26,69,5636,2012-08-26,20120826,238.0,069,5636,0,6,9,5,6,3,6
1,2012-08-26,606,6882,2012-08-26,20120826,238.0,606,6882,6,0,6,6,8,8,2
1,2012-08-27,688,6186,2012-08-27,20120827,239.0,688,6186,6,8,8,6,1,8,6
0,2012-08-27,695,9364,2012-08-27,20120827,239.0,695,9364,6,9,5,9,3,6,4
0,2012-08-28,581,1803,2012-08-28,20120828,240.0,581,1803,5,8,1,1,8,0,3
1,2012-08-28,650,7621,2012-08-28,20120828,240.0,650,7621,6,5,0,7,6,2,1
0,2012-08-29,183,6790,2012-08-29,20120829,241.0,183,6790,1,8,3,6,7,9,0
1,2012-08-29,175,3485,2012-08-29,20120829,241.0,175,3485,1,7,5,3,4,8,5
0,2012-08-30,546,3822,2012-08-30,20120830,242.0,546,3822,5,4,6,3,8,2,2
1,2012-08-30,524,5506,2012-08-30,20120830,242.0,524,5506,5,2,4,5,5,0,6
0,2012-08-31,399,4995,2012-08-31,20120831,243.0,399,4995,3,9,9,4,9,9,5
1,2012-08-31,870,4550,2012-08-31,20120831,243.0,870,4550,8,7,0,4,5,5,0
1,2012-09-01,77,105,2012-09-01,20120901,244.0,077,0105,0,7,7,0,1,0,5
0,2012-09-01,827,7955,2012-09-01,20120901,244.0,827,7955,8,2,7,7,9,5,5
1,2012-09-02,536,8412,2012-09-02,20120902,245.0,536,8412,5,3,6,8,4,1,2
0,2012-09-02,264,6630,2012-09-02,20120902,245.0,264,6630,2,6,4,6,6,3,0
0,2012-09-03,106,5169,2012-09-03,20120903,246.0,106,5169,1,0,6,5,1,6,9
1,2012-09-03,19,4889,2012-09-03,20120903,246.0,019,4889,0,1,9,4,8,8,9
0,2012-09-04,898,8354,2012-09-04,20120904,247.0,898,8354,8,9,8,8,3,5,4
1,2012-09-04,468,6413,2012-09-04,20120904,247.0,468,6413,4,6,8,6,4,1,3
0,2012-09-05,835,9581,2012-09-05,20120905,248.0,835,9581,8,3,5,9,5,8,1
1,2012-09-05,433,7598,2012-09-05,20120905,248.0,433,7598,4,3,3,7,5,9,8
0,2012-09-06,54,7206,2012-09-06,20120906,249.0,054,7206,0,5,4,7,2,0,6
1,2012-09-06,351,4670,2012-09-06,20120906,249.0,351,4670,3,5,1,4,6,7,0
1,2012-09-07,1,2223,2012-09-07,20120907,250.0,001,2223,0,0,1,2,2,2,3
0,2012-09-07,839,7661,2012-09-07,20120907,250.0,839,7661,8,3,9,7,6,6,1
1,2012-09-08,45,4442,2012-09-08,20120908,251.0,045,4442,0,4,5,4,4,4,2
0,2012-09-08,617,2367,2012-09-08,20120908,251.0,617,2367,6,1,7,2,3,6,7
0,2012-09-09,44,4094,2012-09-09,20120909,252.0,044,4094,0,4,4,4,0,9,4
1,2012-09-09,590,5125,2012-09-09,20120909,252.0,590,5125,5,9,0,5,1,2,5
0,2012-09-10,200,2152,2012-09-10,20120910,253.0,200,2152,2,0,0,2,1,5,2
1,2012-09-10,25,1989,2012-09-10,20120910,253.0,025,1989,0,2,5,1,9,8,9
0,2012-09-11,775,4898,2012-09-11,20120911,254.0,775,4898,7,7,5,4,8,9,8
1,2012-09-11,388,3112,2012-09-11,20120911,254.0,388,3112,3,8,8,3,1,1,2
0,2012-09-12,574,8073,2012-09-12,20120912,255.0,574,8073,5,7,4,8,0,7,3
1,2012-09-12,137,1565,2012-09-12,20120912,255.0,137,1565,1,3,7,1,5,6,5
0,2012-09-13,420,9851,2012-09-13,20120913,256.0,420,9851,4,2,0,9,8,5,1
1,2012-09-13,791,5523,2012-09-13,20120913,256.0,791,5523,7,9,1,5,5,2,3
1,2012-09-14,198,8623,2012-09-14,20120914,257.0,198,8623,1,9,8,8,6,2,3
0,2012-09-14,512,7292,2012-09-14,20120914,257.0,512,7292,5,1,2,7,2,9,2
0,2012-09-15,488,5523,2012-09-15,20120915,258.0,488,5523,4,8,8,5,5,2,3
1,2012-09-15,296,5515,2012-09-15,20120915,258.0,296,5515,2,9,6,5,5,1,5
0,2012-09-16,30,5229,2012-09-16,20120916,259.0,030,5229,0,3,0,5,2,2,9
1,2012-09-16,660,3740,2012-09-16,20120916,259.0,660,3740,6,6,0,3,7,4,0
0,2012-09-17,953,9977,2012-09-17,20120917,260.0,953,9977,9,5,3,9,9,7,7
1,2012-09-17,29,9881,2012-09-17,20120917,260.0,029,9881,0,2,9,9,8,8,1
0,2012-09-18,477,9710,2012-09-18,20120918,261.0,477,9710,4,7,7,9,7,1,0
1,2012-09-18,24,3705,2012-09-18,20120918,261.0,024,3705,0,2,4,3,7,0,5
1,2012-09-19,513,304,2012-09-19,20120919,262.0,513,0304,5,1,3,0,3,0,4
0,2012-09-19,747,4729,2012-09-19,20120919,262.0,747,4729,7,4,7,4,7,2,9
0,2012-09-20,623,5258,2012-09-20,20120920,263.0,623,5258,6,2,3,5,2,5,8
1,2012-09-20,443,5898,2012-09-20,20120920,263.0,443,5898,4,4,3,5,8,9,8
0,2012-09-21,690,6105,2012-09-21,20120921,264.0,690,6105,6,9,0,6,1,0,5
1,2012-09-21,230,8766,2012-09-21,20120921,264.0,230,8766,2,3,0,8,7,6,6
0,2012-09-22,553,9798,2012-09-22,20120922,265.0,553,9798,5,5,3,9,7,9,8
1,2012-09-22,252,789,2012-09-22,20120922,265.0,252,0789,2,5,2,0,7,8,9
0,2012-09-23,724,8555,2012-09-23,20120923,266.0,724,8555,7,2,4,8,5,5,5
1,2012-09-23,11,5051,2012-09-23,20120923,266.0,011,5051,0,1,1,5,0,5,1
1,2012-09-24,181,9967,2012-09-24,20120924,267.0,181,9967,1,8,1,9,9,6,7
0,2012-09-24,280,5910,2012-09-24,20120924,267.0,280,5910,2,8,0,5,9,1,0
0,2012-09-25,943,6388,2012-09-25,20120925,268.0,943,6388,9,4,3,6,3,8,8
1,2012-09-25,9,1211,2012-09-25,20120925,268.0,009,1211,0,0,9,1,2,1,1
0,2012-09-26,799,7246,2012-09-26,20120926,269.0,799,7246,7,9,9,7,2,4,6
1,2012-09-26,11,4783,2012-09-26,20120926,269.0,011,4783,0,1,1,4,7,8,3
0,2012-09-27,609,185,2012-09-27,20120927,270.0,609,0185,6,0,9,0,1,8,5
1,2012-09-27,553,4615,2012-09-27,20120927,270.0,553,4615,5,5,3,4,6,1,5
0,2012-09-28,128,1541,2012-09-28,20120928,271.0,128,1541,1,2,8,1,5,4,1
1,2012-09-28,628,9733,2012-09-28,20120928,271.0,628,9733,6,2,8,9,7,3,3
0,2012-09-29,605,2364,2012-09-29,20120929,272.0,605,2364,6,0,5,2,3,6,4
1,2012-09-29,421,1514,2012-09-29,20120929,272.0,421,1514,4,2,1,1,5,1,4
1,2012-09-30,677,5709,2012-09-30,20120930,273.0,677,5709,6,7,7,5,7,0,9
0,2012-09-30,912,2633,2012-09-30,20120930,273.0,912,2633,9,1,2,2,6,3,3
1,2012-10-01,352,7574,2012-10-01,20121001,274.0,352,7574,3,5,2,7,5,7,4
0,2012-10-01,21,6893,2012-10-01,20121001,274.0,021,6893,0,2,1,6,8,9,3
0,2012-10-02,286,2829,2012-10-02,20121002,275.0,286,2829,2,8,6,2,8,2,9
1,2012-10-02,122,5344,2012-10-02,20121002,275.0,122,5344,1,2,2,5,3,4,4
0,2012-10-03,651,9803,2012-10-03,20121003,276.0,651,9803,6,5,1,9,8,0,3
1,2012-10-03,661,5963,2012-10-03,20121003,276.0,661,5963,6,6,1,5,9,6,3
0,2012-10-04,706,7484,2012-10-04,20121004,277.0,706,7484,7,0,6,7,4,8,4
1,2012-10-04,151,1925,2012-10-04,20121004,277.0,151,1925,1,5,1,1,9,2,5
0,2012-10-05,826,5954,2012-10-05,20121005,278.0,826,5954,8,2,6,5,9,5,4
1,2012-10-05,248,4116,2012-10-05,20121005,278.0,248,4116,2,4,8,4,1,1,6
1,2012-10-06,485,4759,2012-10-06,20121006,279.0,485,4759,4,8,5,4,7,5,9
0,2012-10-06,544,3321,2012-10-06,20121006,279.0,544,3321,5,4,4,3,3,2,1
0,2012-10-07,276,801,2012-10-07,20121007,280.0,276,0801,2,7,6,0,8,0,1
1,2012-10-07,250,6624,2012-10-07,20121007,280.0,250,6624,2,5,0,6,6,2,4
0,2012-10-08,952,2344,2012-10-08,20121008,281.0,952,2344,9,5,2,2,3,4,4
1,2012-10-08,861,1718,2012-10-08,20121008,281.0,861,1718,8,6,1,1,7,1,8
0,2012-10-09,716,3977,2012-10-09,20121009,282.0,716,3977,7,1,6,3,9,7,7
1,2012-10-09,559,2692,2012-10-09,20121009,282.0,559,2692,5,5,9,2,6,9,2
0,2012-10-10,667,7892,2012-10-10,20121010,283.0,667,7892,6,6,7,7,8,9,2
1,2012-10-10,945,432,2012-10-10,20121010,283.0,945,0432,9,4,5,0,4,3,2
0,2012-10-11,264,5707,2012-10-11,20121011,284.0,264,5707,2,6,4,5,7,0,7
1,2012-10-11,491,1395,2012-10-11,20121011,284.0,491,1395,4,9,1,1,3,9,5
1,2012-10-12,870,6257,2012-10-12,20121012,285.0,870,6257,8,7,0,6,2,5,7
0,2012-10-12,678,2797,2012-10-12,20121012,285.0,678,2797,6,7,8,2,7,9,7
0,2012-10-13,340,8945,2012-10-13,20121013,286.0,340,8945,3,4,0,8,9,4,5
1,2012-10-13,547,2615,2012-10-13,20121013,286.0,547,2615,5,4,7,2,6,1,5
0,2012-10-14,541,3409,2012-10-14,20121014,287.0,541,3409,5,4,1,3,4,0,9
1,2012-10-14,395,5689,2012-10-14,20121014,287.0,395,5689,3,9,5,5,6,8,9
0,2012-10-15,365,8794,2012-10-15,20121015,288.0,365,8794,3,6,5,8,7,9,4
1,2012-10-15,803,9358,2012-10-15,20121015,288.0,803,9358,8,0,3,9,3,5,8
0,2012-10-16,995,9233,2012-10-16,20121016,289.0,995,9233,9,9,5,9,2,3,3
