Day_Draw,Date,Pick3
TUE - EVE,2015-10-06,390
WED - MID,2015-10-07,703
WED - EVE,2015-10-07,122
THU - MID,2015-10-08,614
THU - EVE,2015-10-08,184
FRI - MID,2015-10-09,883
FRI - EVE,2015-10-09,435
SAT - MID,2015-10-10,377
SAT - EVE,2015-10-10,344
SUN - MID,2015-10-11,347
SUN - EVE,2015-10-11,165
MON - MID,2015-10-12,378
MON - EVE,2015-10-12,942
TUE - MID,2015-10-13,492
TUE - EVE,2015-10-13,900
WED - MID,2015-10-14,423
WED - EVE,2015-10-14,800
THU - MID,2015-10-15,497
THU - EVE,2015-10-15,997
FRI - MID,2015-10-16,674
FRI - EVE,2015-10-16,386
SAT - MID,2015-10-17,641
SAT - EVE,2015-10-17,279
SUN - MID,2015-10-18,752
SUN - EVE,2015-10-18,521
MON - MID,2015-10-19,158
MON - EVE,2015-10-19,536
TUE - MID,2015-10-20,810
TUE - EVE,2015-10-20,80
WED - MID,2015-10-21,92
WED - EVE,2015-10-21,953
THU - MID,2015-10-22,499
THU - EVE,2015-10-22,24
FRI - MID,2015-10-23,178
FRI - EVE,2015-10-23,106
SAT - MID,2015-10-24,110
SAT - EVE,2015-10-24,788
SUN - MID,2015-10-25,219
SUN - EVE,2015-10-25,146
MON - MID,2015-10-26,710
MON - EVE,2015-10-26,248
TUE - MID,2015-10-27,718
TUE - EVE,2015-10-27,548
WED - MID,2015-10-28,397
WED - EVE,2015-10-28,838
THU - MID,2015-10-29,875
THU - EVE,2015-10-29,715
FRI - MID,2015-10-30,702
FRI - EVE,2015-10-30,486
SAT - MID,2015-10-31,442
SAT - EVE,2015-10-31,180
SUN - MID,2015-11-01,548
SUN - EVE,2015-11-01,391
MON - MID,2015-11-02,709
MON - EVE,2015-11-02,159
TUE - MID,2015-11-03,263
TUE - EVE,2015-11-03,898
WED - MID,2015-11-04,182
WED - EVE,2015-11-04,808
THU - MID,2015-11-05,369
THU - EVE,2015-11-05,201
FRI - MID,2015-11-06,524
FRI - EVE,2015-11-06,14
SAT - MID,2015-11-07,16
SAT - EVE,2015-11-07,251
SUN - MID,2015-11-08,469
SUN - EVE,2015-11-08,237
MON - MID,2015-11-09,168
MON - EVE,2015-11-09,512
TUE - MID,2015-11-10,92
TUE - EVE,2015-11-10,916
WED - MID,2015-11-11,22
WED - EVE,2015-11-11,235
THU - MID,2015-11-12,485
THU - EVE,2015-11-12,640
FRI - MID,2015-11-13,595
FRI - EVE,2015-11-13,103
SAT - MID,2015-11-14,251
SAT - EVE,2015-11-14,738
SUN - MID,2015-11-15,328
SUN - EVE,2015-11-15,111
MON - MID,2015-11-16,594
MON - EVE,2015-11-16,572
TUE - MID,2015-11-17,206
TUE - EVE,2015-11-17,938
WED - MID,2015-11-18,380
WED - EVE,2015-11-18,978
THU - MID,2015-11-19,427
THU - EVE,2015-11-19,546
FRI - MID,2015-11-20,268
FRI - EVE,2015-11-20,723
SAT - MID,2015-11-21,117
SAT - EVE,2015-11-21,546
SUN - MID,2015-11-22,778
SUN - EVE,2015-11-22,919
MON - MID,2015-11-23,854
MON - EVE,2015-11-23,197
TUE - MID,2015-11-24,755
TUE - EVE,2015-11-24,863
WED - MID,2015-11-25,110
WED - EVE,2015-11-25,706
THU - MID,2015-11-26,204
THU - EVE,2015-11-26,513
FRI - MID,2015-11-27,354
FRI - EVE,2015-11-27,48
SAT - MID,2015-11-28,975
SAT - EVE,2015-11-28,602
SUN - MID,2015-11-29,909
SUN - EVE,2015-11-29,853
MON - MID,2015-11-30,487
MON - EVE,2015-11-30,327
TUE - MID,2015-12-01,445
TUE - EVE,2015-12-01,969
WED - MID,2015-12-02,925
WED - EVE,2015-12-02,567
THU - MID,2015-12-03,103
THU - EVE,2015-12-03,582
FRI - MID,2015-12-04,292
FRI - EVE,2015-12-04,280
SAT - MID,2015-12-05,705
SAT - EVE,2015-12-05,381
SUN - MID,2015-12-06,163
SUN - EVE,2015-12-06,786
MON - MID,2015-12-07,568
MON - EVE,2015-12-07,194
TUE - MID,2015-12-08,354
TUE - EVE,2015-12-08,483
WED - MID,2015-12-09,207
WED - EVE,2015-12-09,151
THU - MID,2015-12-10,256
THU - EVE,2015-12-10,208
FRI - MID,2015-12-11,33
FRI - EVE,2015-12-11,550
SAT - MID,2015-12-12,587
SAT - EVE,2015-12-12,756
SUN - MID,2015-12-13,141
SUN - EVE,2015-12-13,224
MON - MID,2015-12-14,174
MON - EVE,2015-12-14,40
TUE - MID,2015-12-15,815
TUE - EVE,2015-12-15,426
WED - MID,2015-12-16,502
WED - EVE,2015-12-16,311
THU - MID,2015-12-17,827
THU - EVE,2015-12-17,776
FRI - MID,2015-12-18,494
FRI - EVE,2015-12-18,627
SAT - MID,2015-12-19,809
SAT - EVE,2015-12-19,808
SUN - MID,2015-12-20,195
SUN - EVE,2015-12-20,475
MON - MID,2015-12-21,334
MON - EVE,2015-12-21,189
TUE - MID,2015-12-22,445
TUE - EVE,2015-12-22,253
WED - MID,2015-12-23,718
WED - EVE,2015-12-23,393
THU - MID,2015-12-24,62
THU - EVE,2015-12-24,569
FRI - MID,2015-12-25,567
FRI - EVE,2015-12-25,482
SAT - MID,2015-12-26,792
SAT - EVE,2015-12-26,673
SUN - MID,2015-12-27,65
SUN - EVE,2015-12-27,937
MON - MID,2015-12-28,619
MON - EVE,2015-12-28,774
TUE - MID,2015-12-29,394
TUE - EVE,2015-12-29,619
WED - MID,2015-12-30,939
WED - EVE,2015-12-30,26
THU - MID,2015-12-31,305
THU - EVE,2015-12-31,269
WED - MID,2014-01-01,980
WED - EVE,2014-01-01,468
THU - MID,2014-01-02,355
THU - EVE,2014-01-02,834
FRI - MID,2014-01-03,429
FRI - EVE,2014-01-03,272
SAT - MID,2014-01-04,112
SAT - EVE,2014-01-04,745
SUN - MID,2014-01-05,244
SUN - EVE,2014-01-05,373
MON - MID,2014-01-06,720
MON - EVE,2014-01-06,590
TUE - MID,2014-01-07,92
TUE - EVE,2014-01-07,973
WED - MID,2014-01-08,977
WED - EVE,2014-01-08,186
THU - MID,2014-01-09,198
THU - EVE,2014-01-09,258
FRI - MID,2014-01-10,122
FRI - EVE,2014-01-10,61
SAT - MID,2014-01-11,19
SAT - EVE,2014-01-11,872
SUN - MID,2014-01-12,430
SUN - EVE,2014-01-12,301
MON - MID,2014-01-13,568
MON - EVE,2014-01-13,853
TUE - MID,2014-01-14,541
TUE - EVE,2014-01-14,604
WED - MID,2014-01-15,722
WED - EVE,2014-01-15,464
THU - MID,2014-01-16,202
THU - EVE,2014-01-16,421
FRI - MID,2014-01-17,714
FRI - EVE,2014-01-17,503
SAT - MID,2014-01-18,232
SAT - EVE,2014-01-18,878
SUN - MID,2014-01-19,965
SUN - EVE,2014-01-19,366
MON - MID,2014-01-20,904
TUE - MID,2014-01-21,215
TUE - EVE,2014-01-21,253
WED - MID,2014-01-22,331
WED - EVE,2014-01-22,390
THU - MID,2014-01-23,670
THU - EVE,2014-01-23,925
FRI - MID,2014-01-24,846
FRI - EVE,2014-01-24,359
SAT - MID,2014-01-25,889
SAT - EVE,2014-01-25,326
SUN - MID,2014-01-26,918
SUN - EVE,2014-01-26,431
MON - MID,2014-01-27,464
MON - EVE,2014-01-27,714
TUE - MID,2014-01-28,521
TUE - EVE,2014-01-28,247
WED - MID,2014-01-29,165
WED - EVE,2014-01-29,154
THU - MID,2014-01-30,525
THU - EVE,2014-01-30,342
FRI - MID,2014-01-31,468
FRI - EVE,2014-01-31,304
SAT - MID,2014-02-01,703
SAT - EVE,2014-02-01,372
SUN - MID,2014-02-02,564
SUN - EVE,2014-02-02,142
MON - MID,2014-02-03,862
MON - EVE,2014-02-03,225
TUE - EVE,2014-02-04,599
TUE - MID,2014-02-04,704
WED - MID,2014-02-05,124
WED - EVE,2014-02-05,641
THU - MID,2014-02-06,521
THU - EVE,2014-02-06,840
FRI - EVE,2014-02-07,958
FRI - MID,2014-02-07,432
SAT - MID,2014-02-08,344
SAT - EVE,2014-02-08,323
SUN - MID,2014-02-09,767
SUN - EVE,2014-02-09,223
MON - EVE,2014-02-10,654
MON - MID,2014-02-10,744
TUE - MID,2014-02-11,396
TUE - EVE,2014-02-11,656
WED - MID,2014-02-12,568
WED - EVE,2014-02-12,159
THU - MID,2014-02-13,626
THU - EVE,2014-02-13,101
FRI - EVE,2014-02-14,583
FRI - MID,2014-02-14,708
SAT - MID,2014-02-15,343
SAT - EVE,2014-02-15,585
SUN - MID,2014-02-16,20
SUN - EVE,2014-02-16,124
MON - EVE,2014-02-17,344
MON - MID,2014-02-17,72
TUE - MID,2014-02-18,849
TUE - EVE,2014-02-18,496
WED - MID,2014-02-19,170
WED - EVE,2014-02-19,828
THU - EVE,2014-02-20,315
THU - MID,2014-02-20,7
FRI - MID,2014-02-21,917
FRI - EVE,2014-02-21,809
SAT - MID,2014-02-22,975
SAT - EVE,2014-02-22,714
SUN - MID,2014-02-23,545
SUN - EVE,2014-02-23,0
MON - EVE,2014-02-24,621
MON - MID,2014-02-24,557
TUE - MID,2014-02-25,739
TUE - EVE,2014-02-25,656
WED - MID,2014-02-26,473
WED - EVE,2014-02-26,910
THU - EVE,2014-02-27,86
THU - MID,2014-02-27,425
FRI - MID,2014-02-28,653
FRI - EVE,2014-02-28,337
SAT - MID,2014-03-01,309
SAT - EVE,2014-03-01,787
SUN - EVE,2014-03-02,68
SUN - MID,2014-03-02,451
MON - MID,2014-03-03,672
MON - EVE,2014-03-03,542
TUE - MID,2014-03-04,766
TUE - EVE,2014-03-04,853
WED - EVE,2014-03-05,42
WED - MID,2014-03-05,7
THU - EVE,2014-03-06,982
THU - MID,2014-03-06,214
FRI - MID,2014-03-07,507
FRI - EVE,2014-03-07,749
SAT - MID,2014-03-08,636
SAT - EVE,2014-03-08,846
SUN - EVE,2014-03-09,407
SUN - MID,2014-03-09,774
MON - MID,2014-03-10,983
MON - EVE,2014-03-10,668
TUE - MID,2014-03-11,749
TUE - EVE,2014-03-11,756
WED - EVE,2014-03-12,192
WED - MID,2014-03-12,732
THU - MID,2014-03-13,486
THU - EVE,2014-03-13,640
FRI - MID,2014-03-14,677
FRI - EVE,2014-03-14,536
SAT - EVE,2014-03-15,907
SAT - MID,2014-03-15,666
SUN - EVE,2014-03-16,896
SUN - MID,2014-03-16,683
MON - MID,2014-03-17,228
MON - EVE,2014-03-17,708
TUE - MID,2014-03-18,705
TUE - EVE,2014-03-18,903
WED - EVE,2014-03-19,385
WED - MID,2014-03-19,579
THU - MID,2014-03-20,13
THU - EVE,2014-03-20,570
FRI - MID,2014-03-21,525
FRI - EVE,2014-03-21,274
SAT - EVE,2014-03-22,407
SAT - MID,2014-03-22,674
SUN - MID,2014-03-23,335
SUN - EVE,2014-03-23,52
MON - MID,2014-03-24,96
MON - EVE,2014-03-24,769
TUE - EVE,2014-03-25,563
TUE - MID,2014-03-25,896
WED - EVE,2014-03-26,875
WED - MID,2014-03-26,445
THU - MID,2014-03-27,330
THU - EVE,2014-03-27,493
FRI - MID,2014-03-28,722
FRI - EVE,2014-03-28,763
SAT - EVE,2014-03-29,539
SAT - MID,2014-03-29,739
SUN - MID,2014-03-30,877
SUN - EVE,2014-03-30,976
MON - MID,2014-03-31,911
MON - EVE,2014-03-31,331
TUE - EVE,2014-04-01,10
TUE - MID,2014-04-01,842
WED - MID,2014-04-02,856
WED - EVE,2014-04-02,293
THU - MID,2014-04-03,17
THU - EVE,2014-04-03,405
FRI - EVE,2014-04-04,260
FRI - MID,2014-04-04,250
SAT - EVE,2014-04-05,334
SAT - MID,2014-04-05,40
SUN - MID,2014-04-06,175
SUN - EVE,2014-04-06,185
MON - MID,2014-04-07,802
MON - EVE,2014-04-07,534
TUE - EVE,2014-04-08,694
TUE - MID,2014-04-08,619
WED - MID,2014-04-09,708
WED - EVE,2014-04-09,52
THU - MID,2014-04-10,552
THU - EVE,2014-04-10,659
FRI - EVE,2014-04-11,666
FRI - MID,2014-04-11,924
SAT - MID,2014-04-12,124
SAT - EVE,2014-04-12,619
SUN - MID,2014-04-13,930
SUN - EVE,2014-04-13,709
MON - EVE,2014-04-14,343
MON - MID,2014-04-14,899
TUE - MID,2014-04-15,362
TUE - EVE,2014-04-15,368
WED - MID,2014-04-16,224
WED - EVE,2014-04-16,217
THU - MID,2014-04-17,65
THU - EVE,2014-04-17,143
FRI - EVE,2014-04-18,951
FRI - MID,2014-04-18,954
SAT - MID,2014-04-19,859
SAT - EVE,2014-04-19,488
SUN - MID,2014-04-20,975
SUN - EVE,2014-04-20,684
MON - EVE,2014-04-21,887
MON - MID,2014-04-21,305
TUE - MID,2014-04-22,945
TUE - EVE,2014-04-22,97
WED - MID,2014-04-23,373
WED - EVE,2014-04-23,363
THU - EVE,2014-04-24,429
THU - MID,2014-04-24,88
FRI - MID,2014-04-25,329
FRI - EVE,2014-04-25,115
SAT - MID,2014-04-26,66
SAT - EVE,2014-04-26,277
SUN - MID,2014-04-27,576
SUN - EVE,2014-04-27,88
MON - EVE,2014-04-28,867
MON - MID,2014-04-28,417
TUE - MID,2014-04-29,711
TUE - EVE,2014-04-29,705
WED - MID,2014-04-30,226
WED - EVE,2014-04-30,930
THU - EVE,2014-05-01,501
THU - MID,2014-05-01,149
FRI - MID,2014-05-02,520
FRI - EVE,2014-05-02,881
SAT - MID,2014-05-03,467
SAT - EVE,2014-05-03,141
SUN - EVE,2014-05-04,459
SUN - MID,2014-05-04,961
MON - MID,2014-05-05,710
MON - EVE,2014-05-05,931
TUE - MID,2014-05-06,319
TUE - EVE,2014-05-06,299
WED - MID,2014-05-07,415
WED - EVE,2014-05-07,682
THU - EVE,2014-05-08,672
THU - MID,2014-05-08,598
FRI - MID,2014-05-09,463
FRI - EVE,2014-05-09,22
SAT - MID,2014-05-10,657
SAT - EVE,2014-05-10,523
SUN - EVE,2014-05-11,913
SUN - MID,2014-05-11,121
MON - MID,2014-05-12,36
MON - EVE,2014-05-12,8
TUE - MID,2014-05-13,537
TUE - EVE,2014-05-13,47
WED - EVE,2014-05-14,220
WED - MID,2014-05-14,606
THU - MID,2014-05-15,727
THU - EVE,2014-05-15,476
FRI - MID,2014-05-16,336
FRI - EVE,2014-05-16,943
SAT - MID,2014-05-17,112
SAT - EVE,2014-05-17,550
SUN - EVE,2014-05-18,837
SUN - MID,2014-05-18,197
MON - MID,2014-05-19,739
MON - EVE,2014-05-19,678
TUE - MID,2014-05-20,366
TUE - EVE,2014-05-20,292
WED - EVE,2014-05-21,26
WED - MID,2014-05-21,655
THU - MID,2014-05-22,383
THU - EVE,2014-05-22,474
FRI - MID,2014-05-23,780
FRI - EVE,2014-05-23,269
SAT - EVE,2014-05-24,215
SAT - MID,2014-05-24,100
SUN - MID,2014-05-25,515
SUN - EVE,2014-05-25,397
MON - MID,2014-05-26,435
MON - EVE,2014-05-26,769
TUE - EVE,2014-05-27,863
TUE - MID,2014-05-27,666
WED - EVE,2014-05-28,39
WED - MID,2014-05-28,360
THU - MID,2014-05-29,318
THU - EVE,2014-05-29,245
FRI - MID,2014-05-30,583
FRI - EVE,2014-05-30,306
SAT - EVE,2014-05-31,238
SAT - MID,2014-05-31,284
SUN - MID,2014-06-01,994
SUN - EVE,2014-06-01,245
MON - MID,2014-06-02,514
MON - EVE,2014-06-02,184
TUE - EVE,2014-06-03,292
TUE - MID,2014-06-03,771
WED - MID,2014-06-04,710
WED - EVE,2014-06-04,802
THU - MID,2014-06-05,673
THU - EVE,2014-06-05,806
FRI - EVE,2014-06-06,455
FRI - MID,2014-06-06,890
SAT - EVE,2014-06-07,686
SAT - MID,2014-06-07,330
SUN - MID,2014-06-08,92
SUN - EVE,2014-06-08,105
MON - MID,2014-06-09,161
MON - EVE,2014-06-09,986
TUE - EVE,2014-06-10,525
TUE - MID,2014-06-10,579
WED - MID,2014-06-11,821
WED - EVE,2014-06-11,492
THU - MID,2014-06-12,552
THU - EVE,2014-06-12,466
FRI - EVE,2014-06-13,963
FRI - MID,2014-06-13,234
SAT - MID,2014-06-14,561
SAT - EVE,2014-06-14,399
SUN - MID,2014-06-15,478
SUN - EVE,2014-06-15,265
MON - EVE,2014-06-16,912
MON - MID,2014-06-16,445
TUE - EVE,2014-06-17,832
TUE - MID,2014-06-17,389
WED - MID,2014-06-18,132
WED - EVE,2014-06-18,45
THU - MID,2014-06-19,909
THU - EVE,2014-06-19,441
FRI - EVE,2014-06-20,715
FRI - MID,2014-06-20,780
SAT - MID,2014-06-21,727
SAT - EVE,2014-06-21,19
SUN - MID,2014-06-22,881
SUN - EVE,2014-06-22,234
MON - EVE,2014-06-23,719
MON - MID,2014-06-23,431
TUE - MID,2014-06-24,62
TUE - EVE,2014-06-24,348
WED - MID,2014-06-25,919
WED - EVE,2014-06-25,910
THU - EVE,2014-06-26,52
THU - MID,2014-06-26,953
FRI - MID,2014-06-27,708
FRI - EVE,2014-06-27,464
SAT - MID,2014-06-28,501
SAT - EVE,2014-06-28,561
SUN - MID,2014-06-29,288
SUN - EVE,2014-06-29,537
MON - EVE,2014-06-30,29
MON - MID,2014-06-30,998
TUE - MID,2014-07-01,189
TUE - EVE,2014-07-01,130
WED - MID,2014-07-02,505
WED - EVE,2014-07-02,285
THU - EVE,2014-07-03,342
THU - MID,2014-07-03,945
FRI - MID,2014-07-04,377
FRI - EVE,2014-07-04,771
SAT - MID,2014-07-05,921
SAT - EVE,2014-07-05,482
SUN - EVE,2014-07-06,891
SUN - MID,2014-07-06,374
MON - MID,2014-07-07,499
MON - EVE,2014-07-07,466
TUE - MID,2014-07-08,499
TUE - EVE,2014-07-08,758
WED - MID,2014-07-09,631
WED - EVE,2014-07-09,100
THU - EVE,2014-07-10,645
THU - MID,2014-07-10,143
FRI - MID,2014-07-11,627
FRI - EVE,2014-07-11,215
SAT - MID,2014-07-12,449
SAT - EVE,2014-07-12,744
SUN - EVE,2014-07-13,96
SUN - MID,2014-07-13,270
MON - MID,2014-07-14,493
MON - EVE,2014-07-14,151
TUE - MID,2014-07-15,6
TUE - EVE,2014-07-15,886
WED - EVE,2014-07-16,416
WED - MID,2014-07-16,865
THU - MID,2014-07-17,337
THU - EVE,2014-07-17,703
FRI - MID,2014-07-18,998
FRI - EVE,2014-07-18,976
SAT - MID,2014-07-19,972
SAT - EVE,2014-07-19,744
SUN - EVE,2014-07-20,777
SUN - MID,2014-07-20,769
MON - MID,2014-07-21,531
MON - EVE,2014-07-21,64
TUE - MID,2014-07-22,223
TUE - EVE,2014-07-22,985
WED - EVE,2014-07-23,675
WED - MID,2014-07-23,995
THU - MID,2014-07-24,834
THU - EVE,2014-07-24,883
FRI - MID,2014-07-25,61
FRI - EVE,2014-07-25,530
SAT - EVE,2014-07-26,689
SAT - MID,2014-07-26,558
SUN - MID,2014-07-27,401
SUN - EVE,2014-07-27,814
MON - MID,2014-07-28,534
MON - EVE,2014-07-28,999
TUE - MID,2014-07-29,286
TUE - EVE,2014-07-29,284
WED - EVE,2014-07-30,885
WED - MID,2014-07-30,390
THU - MID,2014-07-31,673
THU - EVE,2014-07-31,679
FRI - MID,2014-08-01,831
FRI - EVE,2014-08-01,218
SAT - EVE,2014-08-02,128
SAT - MID,2014-08-02,214
SUN - MID,2014-08-03,453
SUN - EVE,2014-08-03,577
MON - MID,2014-08-04,846
MON - EVE,2014-08-04,396
TUE - EVE,2014-08-05,944
TUE - MID,2014-08-05,398
WED - MID,2014-08-06,454
WED - EVE,2014-08-06,973
THU - MID,2014-08-07,806
THU - EVE,2014-08-07,147
FRI - EVE,2014-08-08,835
FRI - MID,2014-08-08,93
SAT - EVE,2014-08-09,43
SAT - MID,2014-08-09,440
SUN - MID,2014-08-10,130
SUN - EVE,2014-08-10,407
MON - MID,2014-08-11,424
MON - EVE,2014-08-11,249
TUE - EVE,2014-08-12,782
TUE - MID,2014-08-12,506
WED - MID,2014-08-13,569
WED - EVE,2014-08-13,310
THU - MID,2014-08-14,470
THU - EVE,2014-08-14,905
FRI - EVE,2014-08-15,436
FRI - MID,2014-08-15,332
SAT - MID,2014-08-16,423
SAT - EVE,2014-08-16,311
SUN - MID,2014-08-17,171
SUN - EVE,2014-08-17,394
MON - EVE,2014-08-18,373
MON - MID,2014-08-18,135
TUE - EVE,2014-08-19,583
TUE - MID,2014-08-19,938
WED - MID,2014-08-20,325
WED - EVE,2014-08-20,389
THU - MID,2014-08-21,84
THU - EVE,2014-08-21,753
FRI - MID,2014-08-22,385
FRI - EVE,2014-08-22,979
SAT - MID,2014-08-23,833
SAT - EVE,2014-08-23,265
SUN - EVE,2014-08-24,921
SUN - MID,2014-08-24,898
MON - MID,2014-08-25,362
MON - EVE,2014-08-25,481
TUE - MID,2014-08-26,477
TUE - EVE,2014-08-26,584
WED - MID,2014-08-27,552
WED - EVE,2014-08-27,316
THU - MID,2014-08-28,237
THU - EVE,2014-08-28,570
FRI - MID,2014-08-29,626
FRI - EVE,2014-08-29,833
SAT - MID,2014-08-30,730
SAT - EVE,2014-08-30,397
SUN - MID,2014-08-31,935
SUN - EVE,2014-08-31,899
MON - MID,2014-09-01,509
MON - EVE,2014-09-01,694
TUE - MID,2014-09-02,478
TUE - EVE,2014-09-02,821
WED - MID,2014-09-03,661
WED - EVE,2014-09-03,158
THU - MID,2014-09-04,474
THU - EVE,2014-09-04,743
FRI - MID,2014-09-05,197
FRI - EVE,2014-09-05,623
SAT - MID,2014-09-06,849
SAT - EVE,2014-09-06,487
SUN - MID,2014-09-07,721
SUN - EVE,2014-09-07,27
MON - MID,2014-09-08,55
MON - EVE,2014-09-08,941
TUE - MID,2014-09-09,345
TUE - EVE,2014-09-09,382
WED - MID,2014-09-10,487
WED - EVE,2014-09-10,984
THU - MID,2014-09-11,787
THU - EVE,2014-09-11,402
FRI - MID,2014-09-12,681
FRI - EVE,2014-09-12,671
SAT - MID,2014-09-13,45
SAT - EVE,2014-09-13,966
SUN - MID,2014-09-14,509
SUN - EVE,2014-09-14,995
MON - MID,2014-09-15,822
MON - EVE,2014-09-15,381
TUE - MID,2014-09-16,25
TUE - EVE,2014-09-16,920
WED - MID,2014-09-17,534
WED - EVE,2014-09-17,71
THU - MID,2014-09-18,609
THU - EVE,2014-09-18,411
FRI - MID,2014-09-19,386
FRI - EVE,2014-09-19,101
SAT - MID,2014-09-20,216
SAT - EVE,2014-09-20,386
SUN - MID,2014-09-21,626
SUN - EVE,2014-09-21,529
MON - MID,2014-09-22,479
MON - EVE,2014-09-22,134
TUE - MID,2014-09-23,118
TUE - EVE,2014-09-23,356
WED - MID,2014-09-24,698
WED - EVE,2014-09-24,292
THU - MID,2014-09-25,421
THU - EVE,2014-09-25,162
FRI - MID,2014-09-26,424
FRI - EVE,2014-09-26,729
SAT - MID,2014-09-27,751
SAT - EVE,2014-09-27,378
SUN - MID,2014-09-28,323
SUN - EVE,2014-09-28,63
MON - MID,2014-09-29,639
MON - EVE,2014-09-29,290
TUE - MID,2014-09-30,985
TUE - EVE,2014-09-30,395
WED - MID,2014-10-01,598
WED - EVE,2014-10-01,308
THU - MID,2014-10-02,508
THU - EVE,2014-10-02,347
FRI - MID,2014-10-03,281
FRI - EVE,2014-10-03,508
SAT - MID,2014-10-04,785
SAT - EVE,2014-10-04,820
SUN - MID,2014-10-05,527
SUN - EVE,2014-10-05,832
MON - MID,2014-10-06,984
MON - EVE,2014-10-06,750
TUE - MID,2014-10-07,723
TUE - EVE,2014-10-07,541
WED - MID,2014-10-08,906
WED - EVE,2014-10-08,172
THU - MID,2014-10-09,454
THU - EVE,2014-10-09,385
FRI - MID,2014-10-10,975
FRI - EVE,2014-10-10,958
SAT - MID,2014-10-11,928
SAT - EVE,2014-10-11,792
SUN - MID,2014-10-12,396
SUN - EVE,2014-10-12,888
MON - MID,2014-10-13,202
MON - EVE,2014-10-13,163
TUE - MID,2014-10-14,109
TUE - EVE,2014-10-14,280
WED - MID,2014-10-15,178
WED - EVE,2014-10-15,412
THU - MID,2014-10-16,593
THU - EVE,2014-10-16,853
FRI - MID,2014-10-17,4
FRI - EVE,2014-10-17,429
SAT - MID,2014-10-18,600
SAT - EVE,2014-10-18,290
SUN - MID,2014-10-19,621
SUN - EVE,2014-10-19,33
MON - MID,2014-10-20,356
MON - EVE,2014-10-20,971
TUE - MID,2014-10-21,26
TUE - EVE,2014-10-21,483
WED - MID,2014-10-22,653
WED - EVE,2014-10-22,790
THU - MID,2014-10-23,946
THU - EVE,2014-10-23,653
FRI - MID,2014-10-24,536
FRI - EVE,2014-10-24,865
SAT - MID,2014-10-25,879
SAT - EVE,2014-10-25,14
SUN - MID,2014-10-26,43
SUN - EVE,2014-10-26,359
MON - MID,2014-10-27,158
MON - EVE,2014-10-27,425
TUE - MID,2014-10-28,527
TUE - EVE,2014-10-28,789
WED - MID,2014-10-29,125
WED - EVE,2014-10-29,310
THU - MID,2014-10-30,824
THU - EVE,2014-10-30,207
FRI - MID,2014-10-31,267
FRI - EVE,2014-10-31,150
SAT - MID,2014-11-01,105
SAT - EVE,2014-11-01,326
SUN - MID,2014-11-02,74
SUN - EVE,2014-11-02,650
MON - MID,2014-11-03,76
MON - EVE,2014-11-03,549
TUE - MID,2014-11-04,330
TUE - EVE,2014-11-04,621
WED - MID,2014-11-05,412
WED - EVE,2014-11-05,841
THU - MID,2014-11-06,131
THU - EVE,2014-11-06,228
FRI - MID,2014-11-07,307
FRI - EVE,2014-11-07,887
SAT - MID,2014-11-08,815
SAT - EVE,2014-11-08,375
SUN - MID,2014-11-09,93
SUN - EVE,2014-11-09,157
MON - MID,2014-11-10,996
MON - EVE,2014-11-10,143
TUE - MID,2014-11-11,595
TUE - EVE,2014-11-11,531
WED - MID,2014-11-12,8
WED - EVE,2014-11-12,801
THU - MID,2014-11-13,359
THU - EVE,2014-11-13,76
FRI - MID,2014-11-14,166
FRI - EVE,2014-11-14,86
SAT - MID,2014-11-15,782
SAT - EVE,2014-11-15,158
SUN - MID,2014-11-16,388
SUN - EVE,2014-11-16,999
MON - MID,2014-11-17,354
MON - EVE,2014-11-17,10
TUE - MID,2014-11-18,988
TUE - EVE,2014-11-18,643
WED - MID,2014-11-19,616
WED - EVE,2014-11-19,399
THU - MID,2014-11-20,460
THU - EVE,2014-11-20,805
FRI - MID,2014-11-21,385
FRI - EVE,2014-11-21,547
SAT - MID,2014-11-22,675
SAT - EVE,2014-11-22,468
SUN - MID,2014-11-23,337
SUN - EVE,2014-11-23,282
MON - MID,2014-11-24,96
MON - EVE,2014-11-24,341
TUE - MID,2014-11-25,498
TUE - EVE,2014-11-25,650
WED - MID,2014-11-26,331
WED - EVE,2014-11-26,887
THU - MID,2014-11-27,801
THU - EVE,2014-11-27,779
FRI - MID,2014-11-28,145
FRI - EVE,2014-11-28,651
SAT - MID,2014-11-29,630
SAT - EVE,2014-11-29,958
SUN - MID,2014-11-30,740
SUN - EVE,2014-11-30,89
MON - MID,2014-12-01,495
MON - EVE,2014-12-01,427
TUE - MID,2014-12-02,166
TUE - EVE,2014-12-02,667
WED - MID,2014-12-03,204
WED - EVE,2014-12-03,464
THU - MID,2014-12-04,18
THU - EVE,2014-12-04,464
FRI - MID,2014-12-05,46
FRI - EVE,2014-12-05,215
SAT - MID,2014-12-06,623
SAT - EVE,2014-12-06,483
SUN - MID,2014-12-07,515
SUN - EVE,2014-12-07,764
MON - MID,2014-12-08,277
MON - EVE,2014-12-08,842
TUE - MID,2014-12-09,763
TUE - EVE,2014-12-09,183
WED - MID,2014-12-10,226
WED - EVE,2014-12-10,0
THU - MID,2014-12-11,277
THU - EVE,2014-12-11,763
FRI - MID,2014-12-12,772
FRI - EVE,2014-12-12,808
SAT - MID,2014-12-13,662
SAT - EVE,2014-12-13,617
SUN - MID,2014-12-14,910
SUN - EVE,2014-12-14,13
MON - MID,2014-12-15,851
MON - EVE,2014-12-15,532
