Draw,Date,Pick3,Pick4,Pick5
1,2015-07-12,354,6165,10343
0,2015-07-13,503,4900,17399
1,2015-07-13,667,1451,10214
0,2015-07-14,650,6140,22985
1,2015-07-14,431,2584,55947
0,2015-07-15,318,583,41578
1,2015-07-15,381,6098,34165
0,2015-07-16,741,2158,8011
1,2015-07-16,880,4298,73542
0,2015-07-17,423,5692,83596
1,2015-07-17,205,58,42481
0,2015-07-18,181,9838,48286
1,2015-07-18,637,1716,83627
0,2015-07-19,563,3016,36525
1,2015-07-19,728,58,23080
0,2015-07-20,805,4424,43705
1,2015-07-20,928,7629,51188
0,2015-07-21,992,5861,8783
1,2015-07-21,548,1374,22123
0,2015-07-22,981,5500,29937
1,2015-07-22,875,5716,74747
0,2015-07-23,310,6155,73769
1,2015-07-23,6,9184,78524
0,2015-07-24,79,3467,65353
1,2015-07-24,125,1657,59531
0,2015-07-25,269,1445,84088
1,2015-07-25,946,7316,69823
0,2015-07-26,490,6609,97089
1,2015-07-26,284,2529,16708
0,2015-07-27,331,2388,51095
1,2015-07-27,790,7253,82051
0,2015-07-28,225,9947,84909
1,2015-07-28,656,4205,36915
0,2015-07-29,753,6969,24725
1,2015-07-29,239,3563,27988
0,2015-07-30,585,966,72093
1,2015-07-30,11,3827,48390
0,2015-07-31,577,3411,10021
1,2015-07-31,104,2832,1225
0,2015-08-01,172,900,83635
1,2015-08-01,946,6592,39976
0,2015-08-02,185,23,5391
1,2015-08-02,520,2029,71831
0,2015-08-03,264,4853,93681
1,2015-08-03,747,6100,85715
0,2015-08-04,43,9418,91203
1,2015-08-04,624,210,37314
0,2015-08-05,809,5918,90607
1,2015-08-05,983,8311,22241
0,2015-08-06,941,6335,36885
1,2015-08-06,370,2568,18614
0,2015-08-07,277,6555,63771
1,2015-08-07,186,3412,42196
0,2015-08-08,182,2019,89008
1,2015-08-08,517,2839,96128
0,2015-08-09,88,7426,16153
1,2015-08-09,260,1150,73013
0,2015-08-10,543,2006,62016
1,2015-08-10,148,4312,54137
0,2015-08-11,234,7868,45283
1,2015-08-11,59,2280,48544
0,2015-08-12,350,937,82247
1,2015-08-12,845,3786,5578
0,2015-08-13,877,5222,72765
1,2015-08-13,282,3322,41244
0,2015-08-14,726,4667,49589
1,2015-08-14,455,7840,321
0,2015-08-15,739,8018,98677
1,2015-08-15,991,394,41870
0,2015-08-16,346,6674,30137
1,2015-08-16,364,7648,17241
0,2015-08-17,758,5822,82836
1,2015-08-17,127,5957,97399
0,2015-08-18,629,3633,37855
1,2015-08-18,644,9457,67246
0,2015-08-19,784,9375,68301
1,2015-08-19,272,6260,41194
0,2015-08-20,149,8818,98720
1,2015-08-20,480,9730,28444
0,2015-08-21,751,7208,2111
1,2015-08-21,441,4155,50488
0,2015-08-22,488,121,29962
1,2015-08-22,509,397,41372
0,2015-08-23,297,6836,37111
1,2015-08-23,750,6697,58759
0,2015-08-24,815,9800,69957
1,2015-08-24,842,6305,94654
0,2015-08-25,613,1910,83677
1,2015-08-25,60,5614,85640
0,2015-08-26,829,71,90981
1,2015-08-26,912,6122,1131
0,2015-08-27,652,7720,14857
1,2015-08-27,131,2552,24011
0,2015-08-28,696,2238,32855
1,2015-08-28,513,2291,75259
0,2015-08-29,688,7679,93348
1,2015-08-29,884,2497,68254
0,2015-08-30,908,9360,28762
1,2015-08-30,491,935,433
0,2015-08-31,336,3452,40144
1,2015-08-31,671,7937,68631
0,2015-09-01,655,3635,25102
1,2015-09-01,269,1806,23743
0,2015-09-02,329,6124,1833
1,2015-09-02,389,9310,82405
0,2015-09-03,81,456,78683
1,2015-09-03,338,8348,77420
0,2015-09-04,485,9580,63929
1,2015-09-04,458,5750,84670
0,2015-09-05,920,3232,36799
1,2015-09-05,405,1807,94737
0,2015-09-06,161,8478,99915
1,2015-09-06,36,5131,48874
0,2015-09-07,743,7056,93616
1,2015-09-07,842,3364,5508
0,2015-09-08,681,1809,38765
1,2015-09-08,486,7731,34290
0,2015-09-09,862,6680,22070
1,2015-09-09,640,1066,50580
0,2015-09-10,67,4032,18645
1,2015-09-10,693,9520,47455
0,2015-09-11,54,3031,27511
1,2015-09-11,581,1694,45124
0,2015-09-12,6,5572,22187
1,2015-09-12,612,3490,52176
0,2015-09-13,348,5699,2051
1,2015-09-13,917,4124,97368
0,2015-09-14,729,7372,19460
1,2015-09-14,324,1566,84910
0,2015-09-15,405,6013,84981
1,2015-09-15,285,8042,67952
0,2015-09-16,573,8113,55727
1,2015-09-16,803,849,38523
0,2015-09-17,392,3052,18753
1,2015-09-17,353,7291,50258
0,2015-09-18,409,4090,14652
1,2015-09-18,261,7939,10781
0,2015-09-19,605,4488,204
1,2015-09-19,653,6114,13558
0,2015-09-20,713,383,67228
1,2015-09-20,982,5634,3617
0,2015-09-21,516,167,87981
1,2015-09-21,218,7495,20785
0,2015-09-22,379,8385,78771
1,2015-09-22,661,7346,32617
0,2015-09-23,19,9681,96154
1,2015-09-23,856,3907,33009
0,2015-09-24,956,6267,61373
1,2015-09-24,368,4136,45145
0,2015-09-25,292,1152,91373
1,2015-09-25,862,4830,17901
0,2015-09-26,752,8118,92470
1,2015-09-26,75,5414,90484
0,2015-09-27,211,5826,38147
1,2015-09-27,335,5664,65866
0,2015-09-28,958,7632,10136
1,2015-09-28,450,709,45211
0,2015-09-29,466,2076,61352
1,2015-09-29,394,5883,6
0,2015-09-30,993,8288,56295
1,2015-09-30,472,3776,91634
0,2015-10-01,746,6514,73889
1,2015-10-01,631,6250,89914
0,2015-10-02,640,1495,72109
1,2015-10-02,274,348,83206
0,2015-10-03,309,6373,85427
1,2015-10-03,133,6711,20821
0,2015-10-04,916,5843,61870
1,2015-10-04,157,3047,41926
0,2015-10-05,510,7142,46296
1,2015-10-05,919,7644,65819
0,2015-10-06,208,9035,36663
1,2015-10-06,390,5724,5947
0,2015-10-07,703,4962,85080
1,2015-10-07,122,960,4224
0,2015-10-08,614,567,21461
1,2015-10-08,184,513,66590
0,2015-10-09,883,6991,91150
1,2015-10-09,435,4178,92309
0,2015-10-10,377,3583,69174
1,2015-10-10,344,2512,72723
0,2015-10-11,347,132,10410
1,2015-10-11,165,1045,38542
0,2015-10-12,378,7045,11400
1,2015-10-12,942,2107,26001
0,2015-10-13,492,190,41978
1,2015-10-13,900,1938,24577
0,2015-10-14,423,809,17705
1,2015-10-14,800,8077,17445
0,2015-10-15,497,6176,51783
1,2015-10-15,997,5786,85446
0,2015-10-16,674,968,85388
1,2015-10-16,386,6589,46621
0,2015-10-17,641,5580,65732
1,2015-10-17,279,5190,43814
0,2015-10-18,752,9277,91968
1,2015-10-18,521,5209,57144
0,2015-10-19,158,3045,87524
1,2015-10-19,536,2969,37989
0,2015-10-20,810,7931,62844
1,2015-10-20,80,4938,67322
0,2015-10-21,92,5246,1785
1,2015-10-21,953,5764,2641
0,2015-10-22,499,8138,83719
1,2015-10-22,24,146,89533
0,2015-10-23,178,8291,36438
1,2015-10-23,106,3223,66683
0,2015-10-24,110,2700,99619
1,2015-10-24,788,8093,63943
0,2015-10-25,219,5973,43594
1,2015-10-25,146,3883,81836
0,2015-10-26,710,9311,54019
1,2015-10-26,248,9767,91745
0,2015-10-27,718,1712,3102
1,2015-10-27,548,5738,37740
0,2015-10-28,397,9619,20375
1,2015-10-28,838,4967,39405
0,2015-10-29,875,3683,71903
1,2015-10-29,715,2730,83829
0,2015-10-30,702,1610,84494
1,2015-10-30,486,1844,61134
0,2015-10-31,442,2263,98772
1,2015-10-31,180,5013,59506
0,2015-11-01,548,6254,50456
1,2015-11-01,391,2242,91117
0,2015-11-02,709,595,13371
1,2015-11-02,159,4467,56999
0,2015-11-03,263,5159,66314
1,2015-11-03,898,721,15827
0,2015-11-04,182,717,55988
1,2015-11-04,808,8653,28189
0,2015-11-05,369,5736,48540
1,2015-11-05,201,7696,65969
0,2015-11-06,524,7674,47545
1,2015-11-06,14,5209,50334
0,2015-11-07,16,4603,4502
1,2015-11-07,251,9413,20852
0,2015-11-08,469,3677,71367
1,2015-11-08,237,9015,26269
0,2015-11-09,168,6062,4810
1,2015-11-09,512,5840,14921
0,2015-11-10,92,1018,48013
1,2015-11-10,916,9919,93342
0,2015-11-11,22,5544,44027
1,2015-11-11,235,106,60332
0,2015-11-12,485,8769,86916
1,2015-11-12,640,6257,59033
0,2015-11-13,595,3450,51377
1,2015-11-13,103,2400,7591
0,2015-11-14,251,6742,31405
1,2015-11-14,738,217,91081
0,2015-11-15,328,5920,96313
1,2015-11-15,111,357,94181
0,2015-11-16,594,4472,41123
1,2015-11-16,572,9457,54002
0,2015-11-17,206,6361,83987
1,2015-11-17,938,6968,37095
0,2015-11-18,380,8247,54766
1,2015-11-18,978,6724,67082
0,2015-11-19,427,4360,83578
1,2015-11-19,546,3376,97892
0,2015-11-20,268,9723,19654
1,2015-11-20,723,7683,10455
0,2015-11-21,117,2045,24019
1,2015-11-21,546,6524,97198
0,2015-11-22,778,3491,85189
1,2015-11-22,919,2420,74944
0,2015-11-23,854,3960,75539
1,2015-11-23,197,1699,50087
0,2015-11-24,755,4776,66136
1,2015-11-24,863,6181,56026
0,2015-11-25,110,8578,89523
1,2015-11-25,706,4312,39614
0,2015-11-26,204,1359,53563
1,2015-11-26,513,7150,42634
0,2015-11-27,354,3779,71060
1,2015-11-27,48,6745,93592
0,2015-11-28,975,5828,45643
1,2015-11-28,602,1111,12246
0,2015-11-29,909,4926,45140
1,2015-11-29,853,6744,37059
0,2015-11-30,487,2527,68967
1,2015-11-30,327,4596,28113
0,2015-12-01,445,2575,91848
1,2015-12-01,969,5434,89280
0,2015-12-02,925,9430,31425
1,2015-12-02,567,5954,18188
0,2015-12-03,103,2467,35842
1,2015-12-03,582,3543,46087
0,2015-12-04,292,3454,92181
1,2015-12-04,280,1958,38056
0,2015-12-05,705,9417,18108
1,2015-12-05,381,6350,69740
0,2015-12-06,163,4372,17286
1,2015-12-06,786,7280,56597
0,2015-12-07,568,9365,16970
1,2015-12-07,194,1901,80180
0,2015-12-08,354,2273,37744
1,2015-12-08,483,5437,85752
0,2015-12-09,207,9148,77262
1,2015-12-09,151,3954,87739
0,2015-12-10,256,9475,35522
1,2015-12-10,208,6701,43639
0,2015-12-11,33,545,77175
1,2015-12-11,550,9591,5468
0,2015-12-12,587,3,98186
1,2015-12-12,756,3791,77705
0,2015-12-13,141,4256,48020
1,2015-12-13,224,1546,77337
0,2015-12-14,174,5471,47748
1,2015-12-14,40,5461,31932
0,2015-12-15,815,9545,40161
1,2015-12-15,426,3775,15681
0,2015-12-16,502,9468,32335
1,2015-12-16,311,3022,7670
0,2015-12-17,827,9256,79729
1,2015-12-17,776,9573,27430
0,2015-12-18,494,7371,46849
1,2015-12-18,627,9022,38533
0,2015-12-19,809,4463,34665
1,2015-12-19,808,4186,91073
0,2015-12-20,195,8026,2975
1,2015-12-20,475,8974,26742
0,2015-12-21,334,3930,85001
1,2015-12-21,189,4045,84535
0,2015-12-22,445,4152,32594
1,2015-12-22,253,7158,50176
0,2015-12-23,718,3052,44903
1,2015-12-23,393,7121,74856
0,2015-12-24,62,9522,36375
1,2015-12-24,569,3191,19261
0,2015-12-25,567,6249,36818
1,2015-12-25,482,4392,37440
0,2015-12-26,792,5553,53158
1,2015-12-26,673,2553,30422
0,2015-12-27,65,4816,77114
1,2015-12-27,937,242,92746
0,2015-12-28,619,1081,84246
1,2015-12-28,774,4618,8556
0,2015-12-29,394,9146,92561
1,2015-12-29,619,4218,38884
0,2015-12-30,939,6783,5091
1,2015-12-30,26,135,81282
0,2015-12-31,305,5332,69429
1,2015-12-31,269,2423,97675
0,2014-01-01,980,2084,16206
1,2014-01-01,468,1138,62978
0,2014-01-02,355,3713,43024
1,2014-01-02,834,9221,49704
0,2014-01-03,429,2993,69611
1,2014-01-03,272,2208,33562
0,2014-01-04,112,5,91797
1,2014-01-04,745,526,36995
0,2014-01-05,244,6553,48980
1,2014-01-05,373,2175,21825
0,2014-01-06,720,5094,21552
1,2014-01-06,590,8890,25688
0,2014-01-07,92,3909,48665
1,2014-01-07,973,1634,64753
0,2014-01-08,977,7779,88554
1,2014-01-08,186,7285,16944
0,2014-01-09,198,2497,68643
1,2014-01-09,258,8849,62536
0,2014-01-10,122,3000,99827
1,2014-01-10,61,3477,99864
0,2014-01-11,19,3138,15658
1,2014-01-11,872,8337,22364
0,2014-01-12,430,9494,93882
1,2014-01-12,301,7886,85719
0,2014-01-13,568,1773,41716
1,2014-01-13,853,4371,53954
0,2014-01-14,541,4648,57853
1,2014-01-14,604,8448,79723
0,2014-01-15,722,9454,28597
1,2014-01-15,464,1951,71060
0,2014-01-16,202,5825,84810
1,2014-01-16,421,6145,72264
0,2014-01-17,714,9323,52161
1,2014-01-17,503,7822,10136
0,2014-01-18,232,5389,30838
1,2014-01-18,878,5995,54263
0,2014-01-19,965,650,49454
1,2014-01-19,366,6224,34477
0,2014-01-20,904,8724,31934
0,2014-01-21,215,2826,65949
1,2014-01-21,253,3087,87703
0,2014-01-22,331,6677,6354
1,2014-01-22,390,4699,26188
0,2014-01-23,670,8519,48866
1,2014-01-23,925,2747,7460
0,2014-01-24,846,8533,81787
1,2014-01-24,359,5736,91360
0,2014-01-25,889,1470,51074
1,2014-01-25,326,2658,89474
0,2014-01-26,918,2057,17866
1,2014-01-26,431,3224,75023
0,2014-01-27,464,8840,81395
1,2014-01-27,714,6247,18791
0,2014-01-28,521,4228,64893
1,2014-01-28,247,9436,96830
0,2014-01-29,165,88,82539
1,2014-01-29,154,5736,3285
0,2014-01-30,525,2288,8990
1,2014-01-30,342,78,33833
0,2014-01-31,468,1604,71399
1,2014-01-31,304,2239,91459
0,2014-02-01,703,6097,81748
1,2014-02-01,372,8421,74334
0,2014-02-02,564,8512,61663
1,2014-02-02,142,8982,80407
0,2014-02-03,862,9810,52283
1,2014-02-03,225,5731,17141
1,2014-02-04,599,70,63923
0,2014-02-04,704,6020,25907
0,2014-02-05,124,129,51894
1,2014-02-05,641,7726,37033
0,2014-02-06,521,2131,23144
1,2014-02-06,840,8973,61605
1,2014-02-07,958,3856,15810
0,2014-02-07,432,1681,51001
0,2014-02-08,344,5929,29190
1,2014-02-08,323,5595,53804
0,2014-02-09,767,1952,90274
1,2014-02-09,223,6083,99049
1,2014-02-10,654,7370,9790
0,2014-02-10,744,902,37059
0,2014-02-11,396,5741,69662
1,2014-02-11,656,827,74656
0,2014-02-12,568,9626,59478
1,2014-02-12,159,4139,17713
0,2014-02-13,626,8670,38693
1,2014-02-13,101,5869,97544
1,2014-02-14,583,4994,27074
0,2014-02-14,708,8897,94149
0,2014-02-15,343,1006,44051
1,2014-02-15,585,4926,65543
0,2014-02-16,20,457,87004
1,2014-02-16,124,5947,89145
1,2014-02-17,344,7984,20923
0,2014-02-17,72,1447,16907
0,2014-02-18,849,9075,91455
1,2014-02-18,496,1304,2488
0,2014-02-19,170,7432,62940
1,2014-02-19,828,2995,87825
1,2014-02-20,315,248,90233
0,2014-02-20,7,112,12326
0,2014-02-21,917,9494,48673
1,2014-02-21,809,5669,51653
0,2014-02-22,975,8732,92338
1,2014-02-22,714,6936,39672
0,2014-02-23,545,919,89655
1,2014-02-23,0,9206,52747
1,2014-02-24,621,3102,15011
0,2014-02-24,557,4995,84492
0,2014-02-25,739,5914,86511
1,2014-02-25,656,5305,659
0,2014-02-26,473,2890,62845
1,2014-02-26,910,1422,79931
1,2014-02-27,86,7907,96286
0,2014-02-27,425,8195,69459
0,2014-02-28,653,6994,38862
1,2014-02-28,337,4539,62695
0,2014-03-01,309,5632,23416
1,2014-03-01,787,7707,74566
1,2014-03-02,68,4318,72408
0,2014-03-02,451,7355,59556
0,2014-03-03,672,5056,47034
1,2014-03-03,542,1699,27264
0,2014-03-04,766,837,39818
1,2014-03-04,853,8976,44815
1,2014-03-05,42,4275,18397
0,2014-03-05,7,6725,95153
1,2014-03-06,982,3859,58938
0,2014-03-06,214,8185,82820
0,2014-03-07,507,2399,63458
1,2014-03-07,749,3135,14036
0,2014-03-08,636,2613,4249
1,2014-03-08,846,8756,53379
1,2014-03-09,407,5214,39191
0,2014-03-09,774,5003,72856
0,2014-03-10,983,6453,46890
1,2014-03-10,668,5337,543
0,2014-03-11,749,4720,44908
1,2014-03-11,756,2900,57991
1,2014-03-12,192,9238,67498
0,2014-03-12,732,8742,10791
0,2014-03-13,486,1521,70209
1,2014-03-13,640,6115,14233
0,2014-03-14,677,6364,9812
1,2014-03-14,536,5104,98486
1,2014-03-15,907,9167,32649
0,2014-03-15,666,8704,67732
1,2014-03-16,896,6802,46706
0,2014-03-16,683,6115,84505
0,2014-03-17,228,336,86048
1,2014-03-17,708,3104,28340
0,2014-03-18,705,8510,27077
1,2014-03-18,903,2255,61700
1,2014-03-19,385,3023,78886
0,2014-03-19,579,1415,67572
0,2014-03-20,13,1600,72340
1,2014-03-20,570,194,67807
0,2014-03-21,525,6522,5137
1,2014-03-21,274,3504,85734
1,2014-03-22,407,8684,87549
0,2014-03-22,674,3675,78596
0,2014-03-23,335,6953,8762
1,2014-03-23,52,8821,98443
0,2014-03-24,96,4989,37879
1,2014-03-24,769,4619,58492
1,2014-03-25,563,8741,93514
0,2014-03-25,896,3939,92815
1,2014-03-26,875,1771,25610
0,2014-03-26,445,3231,91233
0,2014-03-27,330,3653,65030
1,2014-03-27,493,4982,29053
0,2014-03-28,722,3657,57489
1,2014-03-28,763,2072,34766
1,2014-03-29,539,1402,96298
0,2014-03-29,739,685,31024
0,2014-03-30,877,4648,23304
1,2014-03-30,976,9897,65625
0,2014-03-31,911,1679,38732
1,2014-03-31,331,2222,80786
1,2014-04-01,10,2426,90953
0,2014-04-01,842,394,4678
0,2014-04-02,856,816,53868
1,2014-04-02,293,110,34469
0,2014-04-03,17,6001,57586
1,2014-04-03,405,4129,91220
1,2014-04-04,260,6924,36348
0,2014-04-04,250,4787,97970
1,2014-04-05,334,2693,58546
0,2014-04-05,40,2241,52345
0,2014-04-06,175,8467,57623
1,2014-04-06,185,8452,2022
0,2014-04-07,802,4045,46656
1,2014-04-07,534,9410,82266
1,2014-04-08,694,6471,26763
0,2014-04-08,619,4548,54886
0,2014-04-09,708,8777,21270
1,2014-04-09,52,9192,72998
0,2014-04-10,552,6696,35691
1,2014-04-10,659,2391,75412
1,2014-04-11,666,311,34103
0,2014-04-11,924,1062,24006
0,2014-04-12,124,853,85179
1,2014-04-12,619,575,49596
0,2014-04-13,930,7167,39947
1,2014-04-13,709,5418,5617
1,2014-04-14,343,5243,6701
0,2014-04-14,899,1154,79169
0,2014-04-15,362,8674,15942
1,2014-04-15,368,5125,96421
0,2014-04-16,224,3141,47941
1,2014-04-16,217,7850,74155
0,2014-04-17,65,3231,48437
1,2014-04-17,143,3978,65279
1,2014-04-18,951,1840,61576
0,2014-04-18,954,8708,4677
0,2014-04-19,859,6006,89030
1,2014-04-19,488,2840,45777
0,2014-04-20,975,2674,90753
1,2014-04-20,684,3823,48925
1,2014-04-21,887,2550,22464
0,2014-04-21,305,1982,1582
0,2014-04-22,945,6508,72271
1,2014-04-22,97,4779,53283
0,2014-04-23,373,8720,51463
1,2014-04-23,363,4204,28041
1,2014-04-24,429,9347,38099
0,2014-04-24,88,4743,30812
0,2014-04-25,329,4667,21984
1,2014-04-25,115,4840,44577
0,2014-04-26,66,5323,75167
1,2014-04-26,277,5702,13715
0,2014-04-27,576,3198,80367
1,2014-04-27,88,6815,79878
1,2014-04-28,867,2292,94488
0,2014-04-28,417,9720,91882
0,2014-04-29,711,3911,23359
1,2014-04-29,705,6989,60044
0,2014-04-30,226,6416,67714
1,2014-04-30,930,4886,33351
1,2014-05-01,501,2208,69325
0,2014-05-01,149,5967,10659
0,2014-05-02,520,9985,74589
1,2014-05-02,881,3738,97950
0,2014-05-03,467,277,57150
1,2014-05-03,141,2052,73935
1,2014-05-04,459,4468,94176
0,2014-05-04,961,354,52876
0,2014-05-05,710,2369,62611
1,2014-05-05,931,7472,41580
0,2014-05-06,319,8564,11114
1,2014-05-06,299,8293,96296
0,2014-05-07,415,5788,54777
1,2014-05-07,682,9657,6944
1,2014-05-08,672,7342,45565
0,2014-05-08,598,7576,19483
0,2014-05-09,463,3640,94927
1,2014-05-09,22,4542,75475
0,2014-05-10,657,6376,45976
1,2014-05-10,523,9950,31263
1,2014-05-11,913,5809,87979
0,2014-05-11,121,8555,4946
0,2014-05-12,36,9931,35212
1,2014-05-12,8,5206,20202
0,2014-05-13,537,5835,82575
1,2014-05-13,47,2859,14689
1,2014-05-14,220,158,87004
0,2014-05-14,606,5642,9539
0,2014-05-15,727,9457,85652
1,2014-05-15,476,1997,10928
0,2014-05-16,336,4406,41185
1,2014-05-16,943,4013,40338
0,2014-05-17,112,7325,42780
1,2014-05-17,550,4577,92568
1,2014-05-18,837,8556,39126
0,2014-05-18,197,8642,55336
0,2014-05-19,739,6556,77004
1,2014-05-19,678,1561,43770
0,2014-05-20,366,209,55533
1,2014-05-20,292,7883,12587
1,2014-05-21,26,4675,53733
0,2014-05-21,655,2692,78569
0,2014-05-22,383,4593,72573
1,2014-05-22,474,7164,2781
0,2014-05-23,780,3829,11644
1,2014-05-23,269,2392,65988
1,2014-05-24,215,4389,786
0,2014-05-24,100,4881,49995
0,2014-05-25,515,3856,70432
1,2014-05-25,397,1916,83876
0,2014-05-26,435,4546,25093
1,2014-05-26,769,6245,7240
1,2014-05-27,863,3266,18146
0,2014-05-27,666,2285,41446
1,2014-05-28,39,6100,71224
0,2014-05-28,360,6522,71258
0,2014-05-29,318,9895,80249
1,2014-05-29,245,37,54198
0,2014-05-30,583,4610,26071
1,2014-05-30,306,727,16533
1,2014-05-31,238,7849,17368
0,2014-05-31,284,6399,74339
0,2014-06-01,994,3908,35582
1,2014-06-01,245,8725,7708
0,2014-06-02,514,8750,33963
1,2014-06-02,184,4158,42256
1,2014-06-03,292,5263,14483
0,2014-06-03,771,616,72099
0,2014-06-04,710,9779,60303
1,2014-06-04,802,7709,89627
0,2014-06-05,673,1508,81674
1,2014-06-05,806,2753,86203
1,2014-06-06,455,3872,80425
0,2014-06-06,890,7446,65551
1,2014-06-07,686,531,21852
0,2014-06-07,330,955,26059
0,2014-06-08,92,912,36486
1,2014-06-08,105,5169,42039
0,2014-06-09,161,6589,88703
1,2014-06-09,986,9412,99863
1,2014-06-10,525,146,60565
0,2014-06-10,579,9449,26052
0,2014-06-11,821,2623,60697
1,2014-06-11,492,4002,59966
0,2014-06-12,552,1704,82444
1,2014-06-12,466,398,20958
1,2014-06-13,963,5903,92664
0,2014-06-13,234,9659,92477
0,2014-06-14,561,1070,12301
1,2014-06-14,399,5746,20309
0,2014-06-15,478,6693,38931
1,2014-06-15,265,7818,80693
1,2014-06-16,912,3820,38627
0,2014-06-16,445,7806,80018
1,2014-06-17,832,1369,34380
0,2014-06-17,389,3650,57205
0,2014-06-18,132,4122,99581
1,2014-06-18,45,1076,73629
0,2014-06-19,909,9280,32993
1,2014-06-19,441,6648,85481
1,2014-06-20,715,5899,37829
0,2014-06-20,780,3309,60869
0,2014-06-21,727,5722,74193
1,2014-06-21,19,3579,54978
0,2014-06-22,881,3544,63970
1,2014-06-22,234,4877,69491
1,2014-06-23,719,9975,42984
0,2014-06-23,431,6587,24465
0,2014-06-24,62,7214,96420
1,2014-06-24,348,2405,81534
0,2014-06-25,919,976,74449
1,2014-06-25,910,4657,99178
1,2014-06-26,52,7255,86425
0,2014-06-26,953,9268,15730
0,2014-06-27,708,4961,10550
1,2014-06-27,464,962,46271
0,2014-06-28,501,6188,84142
1,2014-06-28,561,9004,43985
0,2014-06-29,288,5626,48494
1,2014-06-29,537,7428,72458
1,2014-06-30,29,6862,68898
0,2014-06-30,998,1971,5672
0,2014-07-01,189,7743,16784
1,2014-07-01,130,1631,9794
0,2014-07-02,505,2276,9641
1,2014-07-02,285,6230,77057
1,2014-07-03,342,4134,94653
0,2014-07-03,945,5699,4700
0,2014-07-04,377,3296,95556
1,2014-07-04,771,5657,21983
0,2014-07-05,921,2263,4802
1,2014-07-05,482,9728,70811
1,2014-07-06,891,4722,70348
0,2014-07-06,374,6499,34427
0,2014-07-07,499,7936,32993
1,2014-07-07,466,2584,43062
0,2014-07-08,499,8888,22995
1,2014-07-08,758,7128,93924
0,2014-07-09,631,2180,3869
1,2014-07-09,100,3453,20476
1,2014-07-10,645,5073,26205
0,2014-07-10,143,626,88802
0,2014-07-11,627,6715,32723
1,2014-07-11,215,9061,92804
0,2014-07-12,449,5883,69562
1,2014-07-12,744,6671,58119
1,2014-07-13,96,4698,29123
0,2014-07-13,270,3329,80425
0,2014-07-14,493,9305,96616
1,2014-07-14,151,7877,60282
0,2014-07-15,6,9429,92609
1,2014-07-15,886,4342,9974
1,2014-07-16,416,5774,29037
0,2014-07-16,865,4748,82428
0,2014-07-17,337,7858,83277
1,2014-07-17,703,3617,65921
0,2014-07-18,998,273,13903
1,2014-07-18,976,2939,33033
0,2014-07-19,972,5429,55478
1,2014-07-19,744,4643,10874
1,2014-07-20,777,7111,45485
0,2014-07-20,769,1977,51567
0,2014-07-21,531,6181,35133
1,2014-07-21,64,381,40576
0,2014-07-22,223,4822,65036
1,2014-07-22,985,6226,90016
1,2014-07-23,675,830,9764
0,2014-07-23,995,4171,86592
0,2014-07-24,834,9561,80615
1,2014-07-24,883,6819,30312
0,2014-07-25,61,4441,29720
1,2014-07-25,530,2459,41933
1,2014-07-26,689,3556,97663
0,2014-07-26,558,79,42590
0,2014-07-27,401,8907,63161
1,2014-07-27,814,890,54797
0,2014-07-28,534,9074,59006
1,2014-07-28,999,7059,3581
0,2014-07-29,286,2799,21560
1,2014-07-29,284,9280,22559
1,2014-07-30,885,2655,99620
0,2014-07-30,390,723,87449
0,2014-07-31,673,1313,92787
1,2014-07-31,679,656,73411
0,2014-08-01,831,1694,10308
1,2014-08-01,218,2913,5141
1,2014-08-02,128,7929,41406
0,2014-08-02,214,7364,65641
0,2014-08-03,453,2419,10132
1,2014-08-03,577,7548,37928
0,2014-08-04,846,7761,30543
1,2014-08-04,396,6140,45324
1,2014-08-05,944,2214,98581
0,2014-08-05,398,8792,27043
0,2014-08-06,454,4453,90821
1,2014-08-06,973,2716,69656
0,2014-08-07,806,8471,59195
1,2014-08-07,147,7369,25810
1,2014-08-08,835,4331,71546
0,2014-08-08,93,6655,90076
1,2014-08-09,43,1368,62792
0,2014-08-09,440,5996,32771
0,2014-08-10,130,3607,25609
1,2014-08-10,407,749,35512
0,2014-08-11,424,2906,45004
1,2014-08-11,249,6102,7975
1,2014-08-12,782,2695,63017
0,2014-08-12,506,8418,49761
0,2014-08-13,569,617,48076
1,2014-08-13,310,8813,19243
0,2014-08-14,470,2180,15234
1,2014-08-14,905,6286,67786
1,2014-08-15,436,2247,30429
0,2014-08-15,332,1926,62837
0,2014-08-16,423,5752,49338
1,2014-08-16,311,147,18486
0,2014-08-17,171,8993,87403
1,2014-08-17,394,7425,17630
1,2014-08-18,373,5500,60869
0,2014-08-18,135,5820,75411
1,2014-08-19,583,4703,57946
0,2014-08-19,938,9536,92293
0,2014-08-20,325,6942,90566
1,2014-08-20,389,9267,28087
0,2014-08-21,84,9717,11929
1,2014-08-21,753,7779,90192
0,2014-08-22,385,3005,97826
1,2014-08-22,979,5024,89000
0,2014-08-23,833,8250,6063
1,2014-08-23,265,2053,35644
1,2014-08-24,921,4866,82692
0,2014-08-24,898,6504,85812
0,2014-08-25,362,2299,8947
1,2014-08-25,481,1712,70140
0,2014-08-26,477,9983,11147
1,2014-08-26,584,6426,5138
0,2014-08-27,552,8276,13971
1,2014-08-27,316,2255,14899
0,2014-08-28,237,4095,15307
1,2014-08-28,570,7415,76331
0,2014-08-29,626,3759,11919
1,2014-08-29,833,5782,96085
0,2014-08-30,730,6953,70005
